Ref #,State,Organization,Date,Fact-Check URL,Author,Title,Paywall — Wayback Machine Link,TV Alternate/Duplicate Link,Notes,Claimant Name // (Claim Source?),Type of Claimant,Political Designation,Party Affiliation,Current Officeholder?,Current Position,Running for Office?,Aspiring Position,Topic,Source of Statement,Fact-Check Format,Was a Definitive Rating Given?,Multiple claims?,DELETE,INDIVIDUAL RECORD,ECONOMIC ISSUES,GOVERNMENT OPERATIONS,VOTING/ELECTIONS,CIVIL RIGHTS MINORITY ISSUES AND CIVIL LIBERTIES,IMMIGRATION AND REFUGEE ISSUES,LGBTQ,RACE,RELIGION,SOCIAL WELFARE,EDUCATION,ABORTION/WOMEN,HEALTH,LAW AND CRIME AND POLICING,GUNS,HISTORY,LEGISLATION,AGRICULTURE,ENERGY AND ENVIRONMENT,COMMUNITY DEVELOPMENT AND HOUSING,TECHNOLOGY SCIENCE SPACE,MEDIA AND COMMUNICATIONS
,Texas,KHOU11 Verify,1/22/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42935,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/23/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42936,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/24/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42937,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/25/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42938,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/26/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42939,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/27/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42940,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/28/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42941,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,1/29/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42942,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
478,Texas,KHOU11 Verify,9/8/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef97,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,A,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/9/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef98,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/10/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef99,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/11/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef100,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/12/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef101,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/13/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef102,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/14/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef103,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,9/15/2022,https://www.khou.com/article/news/health/coronavirus/covid-booster-fact-checking/285-28ad51f3-33a1-4072-85ce-f427b2d3bd7a,Cheryl Mercedes,Fact-checking claims about the new COVID boosters,,https://www.khou.com/video/news/verify/verify-fact-checking-claims-about-the-new-covid-boosters/285-d25eb83b-64f7-485f-826e-65ead5a8ef104,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,Texas,WFAA Verify Road Trip,3/1/2022,https://www.youtube.com/watch?v=L6h0XY9mJZ0,David Schechter,"No, TV station do not fact check political ads for accuracy before running them",,,,Viewer question,Nonpolitical,,,,,,,Media and Communications,Written Statement,Video,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,Texas,KSAT Trust Index,1/17/2022,https://www.ksat.com/news/local/2022/01/17/trust-index-you-can-be-infected-with-a-covid-variant-more-than-once/,"Courtney Friedman, Robert Samarron",You can be infected with a COVID variant more than once,,,"not all of these are from the Trust Index team, though they may have attributes of fact checks the publication itself has not identified them as such, could be something to discuss in the report.",Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
482,Texas,KSAT Trust Index,1/28/2022,https://www.ksat.com/news/local/2022/01/28/texas-gop-candidate-falsely-claims-school-cafeteria-tables-are-being-lowered-for-furries/,Mary Claire Patton,Texas GOP candidate falsely claims school cafeteria tables are being lowered for ‘furries’,,,,Michelle Evans,Political,Politician,Republican,No,,Yes,State Legislator,Education,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,Texas,KSAT Trust Index,2/15/2022,https://www.ksat.com/news/local/2022/02/16/trust-index-comirnaty-vaccine-pfizer-biontech-vaccine-are-the-same-shot-with-different-names/,"Courtney Friedman, Eddie Latigo","Comirnaty vaccine, Pfizer-BioNTech vaccine are the same shot with different names",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484,Texas,KSAT Trust Index,2/2/2022,https://www.ksat.com/news/local/2022/02/03/trust-index-if-youve-had-covid-from-multiple-variants-you-should-still-get-the-vaccine/,Courtney Friedman,"If you’ve had COVID from multiple variants, you should still get the vaccine",,,,You may have heard...,Nonpolitical,,,,,,,Health,N/A,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
485,Texas,KSAT Trust Index,2/8/2022,https://www.ksat.com/news/local/2022/02/09/trust-index-covid-19-infection-can-cause-infertility-erectile-dysfunction-in-men-studies-show/,Courtney Friedman,"COVID-19 infection can cause infertility, erectile dysfunction in men, studies show",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,Texas,KSAT Trust Index,2/9/2022,https://www.ksat.com/news/local/2022/02/10/trust-index-are-federal-dollars-funding-clean-crack-pipes-for-addicts/,"Alicia Barrera, Joe Arredondo",TRUST INDEX:Are federal dollars funding clean crack pipes for people with addiction?,,,,Viewer question,Nonpolitical,,,,,,,"Government Operations, Legislation, Health",Written Statement,Article,Yes,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
488,Texas,KSAT Trust Index,5/31/2022,https://www.ksat.com/news/local/2022/05/31/greg-abbott-defends-century-old-law-that-allowed-18-year-olds-to-buy-muskets-in-wake-of-uvalde-shooting/,Mary Claire Patton,Greg Abbott defends century-old law that allowed 18-year-olds to buy muskets in wake of Uvalde shooting,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"History, Guns, Law and Crime and Policing",Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
489,Texas,KSAT Trust Index,8/1/2022,https://www.ksat.com/news/local/2022/08/01/trust-index-which-expiration-date-should-you-use-on-the-covid-19-home-tests/,"Courtney Friedman, Adam B. Higgins",Which expiration date should you use on the COVID-19 home tests?,,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,Texas,KSAT Trust Index,8/15/2022,https://www.ksat.com/news/local/2022/08/15/trust-index-covid-19-reinfection-happening-sooner-in-many-cases-with-new-subvariants-doctor-says/,Courtney Friedman,"COVID-19 reinfection happening sooner in many cases with new subvariants, doctor says",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491,Texas,KSAT Trust Index,8/16/2022,https://www.ksat.com/weather/2022/08/16/the-farmers-almanac-calls-for-a-chillier-than-normal-winter-should-you-believe-this/#/questions/,Sarah Spivey,The Farmers’ Almanac calls for a ‘chillier’ than normal winter. Should you believe this?,,,,Farmers' Almanac,Nonpolitical,,,,,,,Energy and Environment,Written Statement,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
492,Texas,KSAT Trust Index,10/21/2022,https://www.ksat.com/news/local/2022/10/21/will-texas-students-be-required-to-get-covid-vaccinations-to-attend-school/,"Mary Claire Patton, Kolten Parker",Will Texas students be required to get COVID vaccinations to attend school?,,,,Tucker Carlson,Nonpolitical,,,,,,,"Health, Education",Interview/TV Appearance,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
493,Texas,KPRC Trust Index,1/12/2022,https://www.click2houston.com/news/investigates/2022/01/13/trust-index-covid-19-home-testing-kit-throat-swabbing/,Joel Eisenbaum,COVID-19 home testing kit ‘Throat Swabbing’,,,,Unknown social media user(s),Nonpolitical,,,,,,,Health,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
494,Texas,KPRC Trust Index,7/14/2022,https://www.click2houston.com/news/local/2022/07/14/kprc-2-trust-index/,Zachery Lashway,Do fuel tips and tricks work?,,,,You may have heard...,Nonpolitical,,,,,,,Energy and Environment,N/A,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
495,Texas,KPRC Trust Index,10/17/2022,https://www.click2houston.com/news/local/2022/10/17/trust-index-kprc-2-news-puts-ad-targeting-democratic-harris-county-judge-through-trust-index/,Syan Rhodes,KPRC 2 News puts ad targeting Democratic Harris County Judge through trust index,,,,Judicial Fairness Political Action Committee,Political,Political organization,Conservative,,,,,Law and Crime añd Policing,Advertisement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Texas,PolitiFact Texas,9/21/2022,https://www.politifact.com/factchecks/2022/sep/21/greg-abbott/experts-disagree-abbott-its-unconstitutional-raise/,Nusaiba Mizan,Three court rulings since May 2022 “have made it clear that it is unconstitutional to ban someone between the ages of 18 and 20 from being able to buy an AR.”,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,Guns,Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
497,Texas,PolitiFact Texas,9/8/2022,https://www.politifact.com/factchecks/2022/sep/08/facebook-posts/federal-election-commission-has-civil-not-criminal/,Nusaiba Mizan,"""FEC charges (Beto O'Rourke's 2018 campaign) Illegal Campaign Contributions.""",,,,Unknown social media user(s),Nonpolitical,,,,,,,Individual Record,Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Texas,PolitiFact Texas,8/9/2022,https://www.politifact.com/factchecks/2022/aug/09/beto-orourke/texas-had-highest-number-rape-offenses-2020-did-no/,Nusaiba Mizan,"""Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half.""",,,,Beto O'Rourke,Political,Politician,Democratic,No,,Yes,Governor,"Individual Record, Law and Crime and Policing",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499,Texas,PolitiFact Texas,7/21/2022,https://www.politifact.com/factchecks/2022/jul/21/beto-orourke/orourkes-statistic-tweet-about-handgun-licenses/,Nusaiba Mizan,"""38,000 Texans had their license to carry denied, revoked, or suspended over the last five years because law enforcement deemed them too dangerous to carry a loaded gun in public. But thanks to Greg Abbott's new law, they don't need a license to carry anymore.""",,,,Beto O'Rourke,Political,Politician,Democratic,No,,Yes,Governor,"Legislation, Guns",Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
500,Texas,PolitiFact Texas,7/14/2022,https://www.politifact.com/factchecks/2022/jul/14/greg-abbott/abbott-right-graduation-rate-90/,Nusaiba Mizan,Texas' public high school graduation rate is at 90% overall.,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,Education,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,Texas,PolitiFact Texas,6/21/2022,https://www.politifact.com/factchecks/2022/jun/21/ted-cruz/green-new-deal-not-blame-high-electricity-costs/,Nusaiba Mizan,"""The impact of President Biden being beholden to the Green New Deal radicals in his party has electricity costs through the roof in Texas.""",,,,Ted Cruz,Political,Politician,Republican,Yes,U.S. Senator,No,,"Energy and Environment, Individual Record",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,Texas,PolitiFact Texas,5/26/2022,https://www.politifact.com/factchecks/2022/may/26/tweets/ice-no-esta-en-uvalde-texas-para-arrestar-y-deport/,Nusaiba Mizan,"ICE está en Uvalde, Texas, “entonces los padres indocumentados tienen que temer la deportación antes de verificar si sus hijos están vivos"".",,,,Unknown social media user(s),Nonpolitical,,,,,,,Immigration and Refugee Issues,Social Media,Article,Yes,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Texas,PolitiFact Texas,5/25/2022,https://www.politifact.com/factchecks/2022/may/25/tweets/ice-not-carrying-out-immigration-enforcement-uvald/,Nusaiba Mizan,"ICE is in Uvalde, Texas, “so undocumented parents have to consider arrest deportation before they go check to see if their kids are alive.”",,,,Unknown social media user(s),Nonpolitical,,,,,,,Immigration and Refugee Issues,Social Media,Article,Yes,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Texas,PolitiFact Texas,5/19/2022,https://www.politifact.com/factchecks/2022/may/19/beto-orourke/orourke-right-about-estimated-property-tax-revenue/,Nusaiba Mizan,"""Under Greg Abbott, property taxes have gone up $20 billion.""",,,,Beto O'Rourke,Political,Politician,Democratic,No,,Yes,Governor,"Individual Record, Economic Issues",Social Media,Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Texas,PolitiFact Texas,5/9/2022,https://www.politifact.com/factchecks/2022/may/09/alexandria-ocasio-cortez/texas-law-targets-abortion-providers-not-patients/,Nusaiba Mizan,"""In Texas, Republicans passed a law allowing rapists to sue their victims for getting an abortion.""",,,,Alexandria Ocasio-Cortez,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,Abortion/Women,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,Texas,PolitiFact Texas,4/25/2022,https://www.politifact.com/factchecks/2022/apr/25/tim-westley/health-care-systems-detained-migrants-veterans-are/,Nusaiba Mizan,"""We have (people detained by ICE) that have to be seen within 24 hours, while veterans are seen within months.",,,,Tim Westley,Political,Politician,Republican,No,,Yes,State Official,"Immigration and Refugee Issues, Government Operations",Interview/TV Appearance,Article,Yes,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Texas,PolitiFact Texas,4/4/2022,https://www.politifact.com/factchecks/2022/apr/04/greg-abbott/abbott-referred-installed-capacity-grid-not-power-/,Nusaiba Mizan,"""As compared to last year, Texas has about 15% more power generation capacity.""",,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,Energy and Environment,Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
508,Texas,PolitiFact Texas,2/28/2022,https://www.politifact.com/factchecks/2022/feb/28/ted-cruz/ted-cruz-right-more-journalists-killed-mexico-any-/,Nusaiba Mizan,"""In 2020, more journalists were killed in Mexico than in any other country in the world.""",,,,Ted Cruz,Political,Politician,Republican,Yes,U.S. Senator,No,,Law and Crime and Policing,Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509,Texas,PolitiFact Texas,2/21/2022,https://www.politifact.com/factchecks/2022/feb/21/john-cornyn/cornyn-right-drug-overdose-deaths-topped100000-nat/,Nusaiba Mizan,"""100,000 Americans died of an overdose in a single year.""",,,,John Cornyn,Political,Politician,Republican,Yes,U.S. Senator,No,,Health,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
510,Texas,PolitiFact Texas,2/15/2022,https://www.politifact.com/factchecks/2022/feb/15/chip-roy/research-submitted-fda-consideration-vaccine-autho/,Nusaiba Mizan,"Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars.""",,,,Chip Roy,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,Health,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
